dt,AverageTemperature,Country,dt_formatted,month_offset
1985-01-01,25.863000000000003,Indonesia,1985-01-01,1921
1985-02-01,26.206,Indonesia,1985-02-01,1922
1985-03-01,26.211,Indonesia,1985-03-01,1923
1985-04-01,26.146,Indonesia,1985-04-01,1924
1985-05-01,26.436,Indonesia,1985-05-01,1925
1985-06-01,26.001,Indonesia,1985-06-01,1926
1985-07-01,25.221,Indonesia,1985-07-01,1927
1985-08-01,25.802,Indonesia,1985-08-01,1928
1985-09-01,25.795,Indonesia,1985-09-01,1929
1985-10-01,26.06600000000001,Indonesia,1985-10-01,1930
1985-11-01,26.127,Indonesia,1985-11-01,1931
1985-12-01,26.055,Indonesia,1985-12-01,1932
1986-01-01,25.736,Indonesia,1986-01-01,1933
1986-02-01,25.778,Indonesia,1986-02-01,1934
1986-03-01,25.823,Indonesia,1986-03-01,1935
1986-04-01,26.087,Indonesia,1986-04-01,1936
1986-05-01,26.675,Indonesia,1986-05-01,1937
1986-06-01,26.253,Indonesia,1986-06-01,1938
1986-07-01,25.913,Indonesia,1986-07-01,1939
1986-08-01,26.102,Indonesia,1986-08-01,1940
1986-09-01,26.117,Indonesia,1986-09-01,1941
1986-10-01,26.040000000000006,Indonesia,1986-10-01,1942
1986-11-01,26.07,Indonesia,1986-11-01,1943
1986-12-01,26.092,Indonesia,1986-12-01,1944
1987-01-01,25.681,Indonesia,1987-01-01,1945
1987-02-01,25.874,Indonesia,1987-02-01,1946
1987-03-01,26.433000000000003,Indonesia,1987-03-01,1947
1987-04-01,26.408,Indonesia,1987-04-01,1948
1987-05-01,26.624,Indonesia,1987-05-01,1949
1987-06-01,26.761,Indonesia,1987-06-01,1950
1987-07-01,26.262,Indonesia,1987-07-01,1951
1987-08-01,26.199,Indonesia,1987-08-01,1952
1987-09-01,26.561,Indonesia,1987-09-01,1953
1987-10-01,26.712000000000003,Indonesia,1987-10-01,1954
1987-11-01,26.664,Indonesia,1987-11-01,1955
1987-12-01,26.241,Indonesia,1987-12-01,1956
1988-01-01,26.31,Indonesia,1988-01-01,1957
1988-02-01,26.307,Indonesia,1988-02-01,1958
1988-03-01,26.623,Indonesia,1988-03-01,1959
1988-04-01,26.67,Indonesia,1988-04-01,1960
1988-05-01,26.785,Indonesia,1988-05-01,1961
1988-06-01,26.188,Indonesia,1988-06-01,1962
1988-07-01,25.945,Indonesia,1988-07-01,1963
1988-08-01,25.922,Indonesia,1988-08-01,1964
1988-09-01,26.269,Indonesia,1988-09-01,1965
1988-10-01,26.258000000000006,Indonesia,1988-10-01,1966
1988-11-01,26.195,Indonesia,1988-11-01,1967
1988-12-01,25.536,Indonesia,1988-12-01,1968
1989-01-01,26.07,Indonesia,1989-01-01,1969
1989-02-01,25.78,Indonesia,1989-02-01,1970
1989-03-01,25.94,Indonesia,1989-03-01,1971
1989-04-01,26.088,Indonesia,1989-04-01,1972
1989-05-01,26.426,Indonesia,1989-05-01,1973
1989-06-01,26.033,Indonesia,1989-06-01,1974
1989-07-01,25.907,Indonesia,1989-07-01,1975
1989-08-01,25.982,Indonesia,1989-08-01,1976
1989-09-01,26.04,Indonesia,1989-09-01,1977
1989-10-01,26.167,Indonesia,1989-10-01,1978
1989-11-01,26.241,Indonesia,1989-11-01,1979
1989-12-01,25.974,Indonesia,1989-12-01,1980
1990-01-01,25.717,Indonesia,1990-01-01,1981
1990-02-01,26.373,Indonesia,1990-02-01,1982
1990-03-01,26.386,Indonesia,1990-03-01,1983
1990-04-01,26.715,Indonesia,1990-04-01,1984
1990-05-01,26.7,Indonesia,1990-05-01,1985
1990-06-01,26.359,Indonesia,1990-06-01,1986
1990-07-01,25.775,Indonesia,1990-07-01,1987
1990-08-01,26.103,Indonesia,1990-08-01,1988
1990-09-01,26.142,Indonesia,1990-09-01,1989
1990-10-01,26.154,Indonesia,1990-10-01,1990
1990-11-01,26.507,Indonesia,1990-11-01,1991
1990-12-01,25.923,Indonesia,1990-12-01,1992
1991-01-01,25.978,Indonesia,1991-01-01,1993
1991-02-01,26.046,Indonesia,1991-02-01,1994
1991-03-01,26.277,Indonesia,1991-03-01,1995
1991-04-01,26.16,Indonesia,1991-04-01,1996
1991-05-01,26.386,Indonesia,1991-05-01,1997
1991-06-01,26.313,Indonesia,1991-06-01,1998
1991-07-01,25.774,Indonesia,1991-07-01,1999
1991-08-01,25.87,Indonesia,1991-08-01,2000
1991-09-01,26.082,Indonesia,1991-09-01,2001
1991-10-01,26.061,Indonesia,1991-10-01,2002
1991-11-01,26.077,Indonesia,1991-11-01,2003
1991-12-01,25.878,Indonesia,1991-12-01,2004
1992-01-01,26.06,Indonesia,1992-01-01,2005
1992-02-01,26.228,Indonesia,1992-02-01,2006
1992-03-01,26.554,Indonesia,1992-03-01,2007
1992-04-01,26.576,Indonesia,1992-04-01,2008
1992-05-01,26.628,Indonesia,1992-05-01,2009
1992-06-01,26.246,Indonesia,1992-06-01,2010
1992-07-01,25.693,Indonesia,1992-07-01,2011
1992-08-01,25.959,Indonesia,1992-08-01,2012
1992-09-01,26.202,Indonesia,1992-09-01,2013
1992-10-01,26.06900000000001,Indonesia,1992-10-01,2014
1992-11-01,26.084,Indonesia,1992-11-01,2015
1992-12-01,25.743,Indonesia,1992-12-01,2016
1993-01-01,25.866,Indonesia,1993-01-01,2017
1993-02-01,26.01,Indonesia,1993-02-01,2018
1993-03-01,26.023000000000003,Indonesia,1993-03-01,2019
1993-04-01,26.172,Indonesia,1993-04-01,2020
1993-05-01,26.455,Indonesia,1993-05-01,2021
1993-06-01,26.275,Indonesia,1993-06-01,2022
1993-07-01,25.833,Indonesia,1993-07-01,2023
1993-08-01,26.064,Indonesia,1993-08-01,2024
1993-09-01,26.101,Indonesia,1993-09-01,2025
1993-10-01,26.203000000000007,Indonesia,1993-10-01,2026
1993-11-01,26.488000000000003,Indonesia,1993-11-01,2027
1993-12-01,26.176,Indonesia,1993-12-01,2028
1994-01-01,25.909,Indonesia,1994-01-01,2029
1994-02-01,26.19,Indonesia,1994-02-01,2030
1994-03-01,25.932,Indonesia,1994-03-01,2031
1994-04-01,26.12,Indonesia,1994-04-01,2032
1994-05-01,26.326,Indonesia,1994-05-01,2033
1994-06-01,25.966,Indonesia,1994-06-01,2034
1994-07-01,25.665,Indonesia,1994-07-01,2035
1994-08-01,25.684,Indonesia,1994-08-01,2036
1994-09-01,26.114,Indonesia,1994-09-01,2037
1994-10-01,26.28,Indonesia,1994-10-01,2038
1994-11-01,26.676,Indonesia,1994-11-01,2039
1994-12-01,26.149,Indonesia,1994-12-01,2040
1995-01-01,26.024,Indonesia,1995-01-01,2041
1995-02-01,25.984,Indonesia,1995-02-01,2042
1995-03-01,26.217,Indonesia,1995-03-01,2043
1995-04-01,26.382,Indonesia,1995-04-01,2044
1995-05-01,26.787,Indonesia,1995-05-01,2045
1995-06-01,26.487,Indonesia,1995-06-01,2046
1995-07-01,25.884,Indonesia,1995-07-01,2047
1995-08-01,25.896,Indonesia,1995-08-01,2048
1995-09-01,26.308000000000003,Indonesia,1995-09-01,2049
1995-10-01,26.47,Indonesia,1995-10-01,2050
1995-11-01,26.339,Indonesia,1995-11-01,2051
1995-12-01,25.978,Indonesia,1995-12-01,2052
1996-01-01,25.726,Indonesia,1996-01-01,2053
1996-02-01,25.818,Indonesia,1996-02-01,2054
1996-03-01,26.663,Indonesia,1996-03-01,2055
1996-04-01,26.422,Indonesia,1996-04-01,2056
1996-05-01,26.806,Indonesia,1996-05-01,2057
1996-06-01,26.377,Indonesia,1996-06-01,2058
1996-07-01,26.065,Indonesia,1996-07-01,2059
1996-08-01,26.017,Indonesia,1996-08-01,2060
1996-09-01,26.37,Indonesia,1996-09-01,2061
1996-10-01,26.091,Indonesia,1996-10-01,2062
1996-11-01,26.291,Indonesia,1996-11-01,2063
1996-12-01,25.934,Indonesia,1996-12-01,2064
1997-01-01,25.829,Indonesia,1997-01-01,2065
1997-02-01,25.946,Indonesia,1997-02-01,2066
1997-03-01,26.583,Indonesia,1997-03-01,2067
1997-04-01,26.314,Indonesia,1997-04-01,2068
1997-05-01,26.767,Indonesia,1997-05-01,2069
1997-06-01,26.609,Indonesia,1997-06-01,2070
1997-07-01,25.999,Indonesia,1997-07-01,2071
1997-08-01,26.344,Indonesia,1997-08-01,2072
1997-09-01,26.222,Indonesia,1997-09-01,2073
1997-10-01,26.494,Indonesia,1997-10-01,2074
1997-11-01,26.691,Indonesia,1997-11-01,2075
1997-12-01,26.665000000000006,Indonesia,1997-12-01,2076
1998-01-01,26.925,Indonesia,1998-01-01,2077
1998-02-01,27.114,Indonesia,1998-02-01,2078
1998-03-01,27.3,Indonesia,1998-03-01,2079
1998-04-01,27.187,Indonesia,1998-04-01,2080
1998-05-01,27.478,Indonesia,1998-05-01,2081
1998-06-01,26.781,Indonesia,1998-06-01,2082
1998-07-01,26.43,Indonesia,1998-07-01,2083
1998-08-01,26.229,Indonesia,1998-08-01,2084
1998-09-01,26.541,Indonesia,1998-09-01,2085
1998-10-01,26.559,Indonesia,1998-10-01,2086
1998-11-01,26.479,Indonesia,1998-11-01,2087
1998-12-01,26.034,Indonesia,1998-12-01,2088
1999-01-01,26.093000000000004,Indonesia,1999-01-01,2089
1999-02-01,26.286,Indonesia,1999-02-01,2090
1999-03-01,26.284,Indonesia,1999-03-01,2091
1999-04-01,26.499,Indonesia,1999-04-01,2092
1999-05-01,26.248,Indonesia,1999-05-01,2093
1999-06-01,26.178,Indonesia,1999-06-01,2094
1999-07-01,25.708,Indonesia,1999-07-01,2095
1999-08-01,25.802,Indonesia,1999-08-01,2096
1999-09-01,26.108,Indonesia,1999-09-01,2097
1999-10-01,26.028,Indonesia,1999-10-01,2098
1999-11-01,26.322,Indonesia,1999-11-01,2099
1999-12-01,26.046000000000006,Indonesia,1999-12-01,2100
2000-01-01,25.894,Indonesia,2000-01-01,2101
2000-02-01,26.088,Indonesia,2000-02-01,2102
2000-03-01,26.308000000000003,Indonesia,2000-03-01,2103
2000-04-01,26.25,Indonesia,2000-04-01,2104
2000-05-01,26.682,Indonesia,2000-05-01,2105
2000-06-01,25.831,Indonesia,2000-06-01,2106
2000-07-01,25.958,Indonesia,2000-07-01,2107
2000-08-01,25.833,Indonesia,2000-08-01,2108
2000-09-01,26.429,Indonesia,2000-09-01,2109
2000-10-01,26.172,Indonesia,2000-10-01,2110
2000-11-01,26.404,Indonesia,2000-11-01,2111
2000-12-01,26.434,Indonesia,2000-12-01,2112
2001-01-01,25.985,Indonesia,2001-01-01,2113
2001-02-01,26.153,Indonesia,2001-02-01,2114
2001-03-01,26.401,Indonesia,2001-03-01,2115
2001-04-01,26.411,Indonesia,2001-04-01,2116
2001-05-01,26.836,Indonesia,2001-05-01,2117
2001-06-01,26.119,Indonesia,2001-06-01,2118
2001-07-01,26.191,Indonesia,2001-07-01,2119
2001-08-01,26.259,Indonesia,2001-08-01,2120
2001-09-01,26.412,Indonesia,2001-09-01,2121
2001-10-01,26.592,Indonesia,2001-10-01,2122
2001-11-01,26.489,Indonesia,2001-11-01,2123
2001-12-01,26.109,Indonesia,2001-12-01,2124
2002-01-01,26.249,Indonesia,2002-01-01,2125
2002-02-01,26.434,Indonesia,2002-02-01,2126
2002-03-01,26.576,Indonesia,2002-03-01,2127
2002-04-01,26.595,Indonesia,2002-04-01,2128
2002-05-01,26.917,Indonesia,2002-05-01,2129
2002-06-01,26.405,Indonesia,2002-06-01,2130
2002-07-01,26.368,Indonesia,2002-07-01,2131
2002-08-01,26.23,Indonesia,2002-08-01,2132
2002-09-01,26.36,Indonesia,2002-09-01,2133
2002-10-01,26.687,Indonesia,2002-10-01,2134
2002-11-01,26.772,Indonesia,2002-11-01,2135
2002-12-01,26.75500000000001,Indonesia,2002-12-01,2136
2003-01-01,26.352,Indonesia,2003-01-01,2137
2003-02-01,26.35,Indonesia,2003-02-01,2138
2003-03-01,26.562,Indonesia,2003-03-01,2139
2003-04-01,26.641,Indonesia,2003-04-01,2140
2003-05-01,26.919,Indonesia,2003-05-01,2141
2003-06-01,26.665,Indonesia,2003-06-01,2142
2003-07-01,25.999,Indonesia,2003-07-01,2143
2003-08-01,26.276,Indonesia,2003-08-01,2144
2003-09-01,26.348000000000003,Indonesia,2003-09-01,2145
2003-10-01,26.427000000000003,Indonesia,2003-10-01,2146
2003-11-01,26.728,Indonesia,2003-11-01,2147
2003-12-01,26.079,Indonesia,2003-12-01,2148
2004-01-01,26.384,Indonesia,2004-01-01,2149
2004-02-01,26.281,Indonesia,2004-02-01,2150
2004-03-01,26.653,Indonesia,2004-03-01,2151
2004-04-01,26.795,Indonesia,2004-04-01,2152
2004-05-01,26.94,Indonesia,2004-05-01,2153
2004-06-01,26.39,Indonesia,2004-06-01,2154
2004-07-01,25.693,Indonesia,2004-07-01,2155
2004-08-01,26.146,Indonesia,2004-08-01,2156
2004-09-01,26.38,Indonesia,2004-09-01,2157
2004-10-01,26.604000000000006,Indonesia,2004-10-01,2158
2004-11-01,26.694000000000003,Indonesia,2004-11-01,2159
2004-12-01,26.258000000000006,Indonesia,2004-12-01,2160
2005-01-01,26.332,Indonesia,2005-01-01,2161
2005-02-01,26.712,Indonesia,2005-02-01,2162
2005-03-01,26.793000000000003,Indonesia,2005-03-01,2163
2005-04-01,26.493,Indonesia,2005-04-01,2164
2005-05-01,26.689,Indonesia,2005-05-01,2165
2005-06-01,26.582,Indonesia,2005-06-01,2166
2005-07-01,26.144,Indonesia,2005-07-01,2167
2005-08-01,26.336,Indonesia,2005-08-01,2168
2005-09-01,26.667,Indonesia,2005-09-01,2169
2005-10-01,26.329,Indonesia,2005-10-01,2170
2005-11-01,26.382,Indonesia,2005-11-01,2171
2005-12-01,25.986,Indonesia,2005-12-01,2172
2006-01-01,26.026,Indonesia,2006-01-01,2173
2006-02-01,26.397,Indonesia,2006-02-01,2174
2006-03-01,26.572,Indonesia,2006-03-01,2175
2006-04-01,26.305,Indonesia,2006-04-01,2176
2006-05-01,26.572,Indonesia,2006-05-01,2177
2006-06-01,26.125,Indonesia,2006-06-01,2178
2006-07-01,26.259,Indonesia,2006-07-01,2179
2006-08-01,26.1,Indonesia,2006-08-01,2180
2006-09-01,26.137,Indonesia,2006-09-01,2181
2006-10-01,26.539,Indonesia,2006-10-01,2182
2006-11-01,26.846,Indonesia,2006-11-01,2183
2006-12-01,26.703000000000007,Indonesia,2006-12-01,2184
2007-01-01,26.419,Indonesia,2007-01-01,2185
2007-02-01,26.246,Indonesia,2007-02-01,2186
2007-03-01,26.472,Indonesia,2007-03-01,2187
2007-04-01,26.367,Indonesia,2007-04-01,2188
2007-05-01,26.808000000000003,Indonesia,2007-05-01,2189
2007-06-01,26.417,Indonesia,2007-06-01,2190
2007-07-01,25.886,Indonesia,2007-07-01,2191
2007-08-01,25.869,Indonesia,2007-08-01,2192
2007-09-01,26.159,Indonesia,2007-09-01,2193
2007-10-01,26.399,Indonesia,2007-10-01,2194
2007-11-01,26.368,Indonesia,2007-11-01,2195
2007-12-01,26.107000000000006,Indonesia,2007-12-01,2196
2008-01-01,26.193,Indonesia,2008-01-01,2197
2008-02-01,26.033,Indonesia,2008-02-01,2198
2008-03-01,25.997,Indonesia,2008-03-01,2199
2008-04-01,26.039,Indonesia,2008-04-01,2200
2008-05-01,26.419,Indonesia,2008-05-01,2201
2008-06-01,25.945,Indonesia,2008-06-01,2202
2008-07-01,25.6,Indonesia,2008-07-01,2203
2008-08-01,25.747,Indonesia,2008-08-01,2204
2008-09-01,26.195,Indonesia,2008-09-01,2205
2008-10-01,26.259,Indonesia,2008-10-01,2206
2008-11-01,26.404,Indonesia,2008-11-01,2207
2008-12-01,25.952,Indonesia,2008-12-01,2208
2009-01-01,25.999,Indonesia,2009-01-01,2209
2009-02-01,25.966,Indonesia,2009-02-01,2210
2009-03-01,26.228,Indonesia,2009-03-01,2211
2009-04-01,26.64,Indonesia,2009-04-01,2212
2009-05-01,26.852,Indonesia,2009-05-01,2213
2009-06-01,26.538,Indonesia,2009-06-01,2214
2009-07-01,26.103,Indonesia,2009-07-01,2215
2009-08-01,26.464,Indonesia,2009-08-01,2216
2009-09-01,26.923,Indonesia,2009-09-01,2217
2009-10-01,26.608,Indonesia,2009-10-01,2218
2009-11-01,26.692,Indonesia,2009-11-01,2219
2009-12-01,26.447000000000006,Indonesia,2009-12-01,2220
2010-01-01,26.201,Indonesia,2010-01-01,2221
2010-02-01,26.907,Indonesia,2010-02-01,2222
2010-03-01,26.853,Indonesia,2010-03-01,2223
2010-04-01,26.969,Indonesia,2010-04-01,2224
2010-05-01,27.218000000000004,Indonesia,2010-05-01,2225
2010-06-01,26.628,Indonesia,2010-06-01,2226
2010-07-01,26.231,Indonesia,2010-07-01,2227
2010-08-01,26.369,Indonesia,2010-08-01,2228
2010-09-01,26.321,Indonesia,2010-09-01,2229
2010-10-01,26.386000000000006,Indonesia,2010-10-01,2230
2010-11-01,26.412,Indonesia,2010-11-01,2231
2010-12-01,25.949,Indonesia,2010-12-01,2232
2011-01-01,25.843000000000004,Indonesia,2011-01-01,2233
2011-02-01,26.095,Indonesia,2011-02-01,2234
2011-03-01,26.096,Indonesia,2011-03-01,2235
2011-04-01,26.184,Indonesia,2011-04-01,2236
2011-05-01,26.617,Indonesia,2011-05-01,2237
2011-06-01,26.165,Indonesia,2011-06-01,2238
2011-07-01,26.021,Indonesia,2011-07-01,2239
2011-08-01,26.136,Indonesia,2011-08-01,2240
2011-09-01,26.204,Indonesia,2011-09-01,2241
2011-10-01,26.31600000000001,Indonesia,2011-10-01,2242
2011-11-01,26.53,Indonesia,2011-11-01,2243
2011-12-01,26.22,Indonesia,2011-12-01,2244
2012-01-01,26.145,Indonesia,2012-01-01,2245
2012-02-01,26.152,Indonesia,2012-02-01,2246
2012-03-01,26.285,Indonesia,2012-03-01,2247
2012-04-01,26.359,Indonesia,2012-04-01,2248
2012-05-01,26.64,Indonesia,2012-05-01,2249
2012-06-01,26.312,Indonesia,2012-06-01,2250
2012-07-01,25.802,Indonesia,2012-07-01,2251
2012-08-01,26.065,Indonesia,2012-08-01,2252
2012-09-01,26.433000000000003,Indonesia,2012-09-01,2253
2012-10-01,26.595,Indonesia,2012-10-01,2254
2012-11-01,26.651,Indonesia,2012-11-01,2255
2012-12-01,26.426,Indonesia,2012-12-01,2256
2013-01-01,26.403,Indonesia,2013-01-01,2257
2013-02-01,26.209,Indonesia,2013-02-01,2258
2013-03-01,26.934,Indonesia,2013-03-01,2259
2013-04-01,26.628,Indonesia,2013-04-01,2260
2013-05-01,26.818,Indonesia,2013-05-01,2261
2013-06-01,26.881,Indonesia,2013-06-01,2262
2013-07-01,25.902,Indonesia,2013-07-01,2263
2013-08-01,25.961,Indonesia,2013-08-01,2264
